FieldID,Ensemble_ET,Year
WC24,984.493408,2019
NC2,873.661212,2019
NC1,850.0143187,2019
WC21,857.5618276,2019
WC13,954.0588142,2019
WC9,761.2689974,2019
SW1,895.368334,2019
SW2,564.8846465,2019
WC10,899.3637247,2019
WC14,922.0497526,2019
WC7,731.2627766,2019
WC27,768.6359736,2019
WC1,799.2458867,2020
WC2,824.1403207,2020
WC3,936.004501,2020
WC6,887.3648081,2020
WC4,819.7315991,2020
WC5,863.8610242,2020
WC26,767.6807527,2020
SW4,829.1908125,2020
NW6,443.810471,2020
NW7,776.3560755,2020
NB1,725.2106788,2020
WC20,1106.003855,2020
WC19,919.4659561,2020
SW3,362.4562278,2020
WC18,609.6290953,2020
WC17,964.3123455,2020
SW5,893.6141111,2020
SW6,845.5104491,2020
WC12,1076.872504,2020
WC8,901.6658641,2020
WC11,1105.324664,2020
WC25,1028.932514,2020
WC16,761.1866223,2020
WC15,869.9437149,2020
NW1,829.4022527,2020
NW2,794.5040422,2020
NW3,762.764734,2020
NW4,782.1871273,2020
NW5,767.8081363,2020
WC23,911.0165909,2020
WC22,779.6133871,2020
WC24,950.3380364,2020
NC2,874.3700573,2020
NC1,884.0679039,2020
WC21,906.0873515,2020
WC13,1028.000454,2020
WC9,925.365239,2020
SW1,808.9702112,2020
SW2,693.0724694,2020
WC10,808.3297942,2020
WC14,1054.725308,2020
WC7,854.8671905,2020
WC27,938.6494263,2020
WC1,938.0590282,2021
WC2,651.6174411,2021
WC3,734.6172488,2021
WC6,700.3466607,2021
WC4,974.6477011,2021
WC5,980.0572046,2021
WC26,953.0277508,2021
SW4,827.3996518,2021
NW6,766.6017942,2021
NW7,729.5761941,2021
NB1,697.0645694,2021
WC20,849.5033311,2021
WC19,999.8849369,2021
SW3,620.9663626,2021
WC18,676.0647454,2021
WC17,633.5433485,2021
SW5,845.95463,2021
SW6,792.7754545,2021
WC12,1080.255775,2021
WC8,1004.157041,2021
WC11,982.3956484,2021
WC25,1000.493097,2021
WC16,941.4534214,2021
WC15,913.8365322,2021
NW1,753.5074014,2021
NW2,772.4888588,2021
NW3,732.5076345,2021
NW4,794.8298664,2021
NW5,722.2860218,2021
WC23,720.4826771,2021
WC22,931.8661679,2021
WC24,917.7730891,2021
NC2,921.1171496,2021
NC1,796.9453995,2021
WC21,955.7226786,2021
WC13,1007.922663,2021
WC9,659.7890657,2021
SW1,1109.423059,2021
SW2,598.020078,2021
WC10,775.5035101,2021
WC14,1028.79776,2021
WC7,968.3579226,2021
WC27,809.3052556,2021
WC1,693.2412284,2022
WC2,848.5917119,2022
WC3,834.3280645,2022
WC6,954.7906503,2022
WC4,649.9013709,2022
WC5,732.3913721,2022
WC26,1026.744919,2022
SW4,843.0086992,2022
NW6,852.2075407,2022
NW7,662.4652246,2022
NB1,750.2346364,2022
WC20,973.831688,2022
WC19,1034.509506,2022
SW3,466.4848007,2022
WC18,725.4615406,2022
WC17,606.4107436,2022
SW5,851.0598586,2022
SW6,827.8457549,2022
WC12,1085.960465,2022
WC8,732.3751541,2022
WC11,778.2761002,2022
WC25,735.2492942,2022
WC16,686.0592371,2022
WC15,787.2063731,2022
NW1,794.116531,2022
NW2,840.8471001,2022
NW3,858.4667527,2022
NW4,819.816164,2022
NW5,889.1821959,2022
WC23,811.2648851,2022
WC22,659.1530293,2022
WC24,1044.956476,2022
NC2,874.6541418,2022
NC1,916.1237455,2022
WC21,872.0833654,2022
WC13,672.1823427,2022
WC9,1044.35472,2022
SW1,863.0629647,2022
SW2,608.4951704,2022
WC10,1044.213223,2022
WC14,1052.003011,2022
WC7,684.8006558,2022
WC27,886.8993116,2022
